timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-05T08:59:03,feature_ablation_fashion_main_research.maml_select.full_s123,f2a9a2c9-e424-4248-8d90-34f79aebe612,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,850.7371669590066,0.00767102358459402,9.016913663257942e-06,42.5,0.0,3.0,0.010043256427846104,0.0,0.0007088920814125844,0.010752148509258676,0.0,India,IND,,,,macOS-26.3-arm64-arm-64bit,3.10.19,3.2.7,10,Apple M2 Pro,0,,,,16.0,machine,23.248148148148154,0,73.78864197530868,7.814110744146653,N,1.0,0.0
