timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-05T08:16:56,feature_ablation_fashion_main_research.maml_select.no_staleness_s123,db0d7eaf-7394-41c2-aecc-7fb75c55b4dc,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,850.3027648749994,0.007667110468193871,9.01691819068822e-06,42.5,0.0,3.0,0.010038132730260958,0.0,0.0007085309296546624,0.010746663659915634,0.0,India,IND,,,,macOS-26.3-arm64-arm-64bit,3.10.19,3.2.7,10,Apple M2 Pro,0,,,,16.0,machine,23.33918417799753,0,72.48158220024672,8.024492902720372,N,1.0,0.0
