timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-05T07:07:16,feature_ablation_fashion_main_research.maml_select.no_grad_norm_s42,7a8e445a-6fd4-4aa9-b1f5-29a7d7274710,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,855.349426041008,0.0077126131407331345,9.016915082799588e-06,42.5,0.0,3.0,0.010097707074135612,0.0,0.0007127357525776463,0.010810442826713262,0.0,India,IND,,,,macOS-26.3-arm64-arm-64bit,3.10.19,3.2.7,10,Apple M2 Pro,0,,,,16.0,machine,23.508487084870822,0,71.0937269372689,8.245485425435309,N,1.0,0.0
