timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-05T03:36:34,lambda_sensitivity_fashion_main_research.maml_select.lambda_1p0_s42,021ea70b-e55f-4ee5-ad91-e888c6abbd08,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,806.4181492500065,0.007271406559401956,9.016918290051614e-06,42.5,0.0,3.0,0.009520059264196126,0.0,0.0006719630045015827,0.010192022268697701,0.0,India,IND,,,,macOS-26.3-arm64-arm-64bit,3.10.19,3.2.7,10,Apple M2 Pro,0,,,,16.0,machine,23.426953124999983,0,69.68671874999923,8.464369237422943,N,1.0,0.0
