timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-05T10:25:04,feature_ablation_fashion_main_research.maml_select.no_frequency_s2026,3dda6b78-8376-4ae4-b3ca-a7373fb537e3,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,816.8678779159964,0.007365630469513424,9.016917752115206e-06,42.5,0.0,3.0,0.009643422157844328,0.0,0.0006806697705890351,0.010324091928433357,0.0,India,IND,,,,macOS-26.3-arm64-arm-64bit,3.10.19,3.2.7,10,Apple M2 Pro,0,,,,16.0,machine,23.450321750321734,0,74.67387387387312,7.523436105696238,N,1.0,0.0
